Z,el,A,N,delr2,Deldelr2,R,DelR,DelRrel,R2N,DelR2N,R2Z,DelR2Z
41,,99,58,0.716,0.009000000000000001,4.4062,0.0125,0.001,,,0.048199999999999577,0.017053152201279387
41,,101,60,1.419,0.002,4.4861,0.0203,0.0002,0.0799000000000003,0.023839882550046255,0.02030000000000065,0.03015592810709032
41,,103,62,1.63,0.002,4.5097,0.0227,0.0002,0.023599999999999177,0.030452914474644294,0.023399999999999643,0.033326415948913564
42,Mo,90,48,0.113,0.001,4.3265,0.0016,0.0001,,,0.04780000000000051,0.002968164415931166
42,,91,49,0.033,0.002,4.3182,0.0012,0.0001,,,0.04760000000000009,0.0015620499351813306
42,,92,50,0.0,0.0,4.3151,0.0012,0.0,-0.011400000000000077,0.002,0.045700000000000074,0.0015620499351813306
42,,94,52,0.33399999999999996,0.001,4.3529,0.0013,0.0001,0.037799999999999834,0.0017691806012954132,0.04720000000000013,0.0018384776310850235
42,,95,53,0.42100000000000004,0.001,4.3628,0.0018,0.0001,,,,
42,,96,54,0.617,0.001,4.3847,0.0015,0.0001,0.031799999999999606,0.0019849433241279205,0.05269999999999975,0.0019849433241279205
42,,97,55,0.644,0.001,4.388,0.0015,0.0001,0.02519999999999989,0.002343074902771996,,
42,,98,56,0.8340000000000001,0.001,4.4091,0.0018,0.0001,0.024399999999999977,0.002343074902771996,0.057899999999999174,0.002343074902771996
42,,100,58,1.177,0.001,4.4468,0.0025,0.0001,0.03770000000000007,0.0030805843601498725,0.04559999999999942,0.01658945448168806
42,,102,60,1.585,0.003,4.4914,0.0038,0.0001,0.04459999999999997,0.004548626166217664,0.0022999999999999687,0.029148756405719952
42,,103,61,1.798,0.003,4.5145,0.0046,0.0002,,,0.0026000000000001577,0.03213098193333033
42,,104,62,1.893,0.002,4.5249,0.0051,0.0002,0.033500000000000085,0.0063600314464631385,-0.004300000000000637,0.034380372307466364
42,,105,63,2.021,0.003,4.5389,0.0057,0.0003,0.024399999999999977,0.007324616030891995,,
42,,106,64,2.113,0.003,4.5489999999999995,0.0058,0.0003,0.024099999999999788,0.0077233412458598515,,
42,,108,66,2.213,0.003,4.5602,0.0067,0.0003,0.011200000000000543,0.00886171540955813,,
44,Ru,96,52,-1.069,0.003,4.3908,0.0047,0.0003,,,0.0378999999999996,0.004876474136094644
44,,98,54,-0.772,0.005,4.4229,0.0055,0.0005,0.032100000000000684,0.007234638899074369,0.03820000000000068,0.005700877125495689
44,,99,55,-0.68,0.004,4.4338,0.0042,0.0004,,,0.04579999999999984,0.004459820624195552
44,,100,56,-0.506,0.003,4.4531,0.0031,0.0004,0.030199999999999783,0.006313477647065838,0.04400000000000048,0.003584689665786984
44,,101,57,-0.444,0.005,4.4606,0.002,0.0006,0.0268000000000006,0.004651881339845202,,
44,,102,58,-0.263,0.004,4.4809,0.0018,0.0005,0.027800000000000047,0.003584689665786984,0.03410000000000046,0.0030805843601498725
44,,104,60,0.0,0.0,4.5098,0.002,0.0,0.028900000000000148,0.002690724809414742,0.018400000000000638,0.0042941821107167774
45,Rh,103,58,,,4.4945,0.0023,,,,,
46,Pd,102,56,-0.675,0.003,4.4827,0.0044,0.0003,,,0.029600000000000293,0.005382378656319156
46,,104,58,-0.445,0.002,4.5078,0.0027,0.0002,0.025099999999999234,0.005162363799656123,0.02689999999999948,0.0032449961479175905
46,,105,59,-0.377,0.002,4.515,0.003,0.0002,,,,
46,,106,60,-0.22699999999999998,0.001,4.5318,0.0029,0.0001,0.02400000000000002,0.003962322551231789,0.021999999999999353,0.003522782990761707
46,,108,62,0.0,0.0,4.5563,0.0027,0.0,0.024500000000000632,0.003962322551231789,,
46,,110,64,0.205,0.001,4.5782,0.003,0.0001,0.021899999999999586,0.004036087214122113,,
47,Ag,101,54,-0.67,0.003,4.4799,0.0088,0.0003,,,,
47,,103,56,-0.48200000000000004,0.002,4.5036,0.0065,0.0002,0.023699999999999832,0.010940292500660117,,
47,,104,57,-0.41600000000000004,0.002,4.5119,0.0058,0.0002,,,,
47,,105,58,-0.29600000000000004,0.002,4.5269,0.0045,0.0002,0.023300000000000765,0.007905694150420948,0.032399999999999984,0.005053711507397311
47,,107,60,-0.14800000000000002,0.001,4.5454,0.0031,0.0001,0.018499999999999517,0.0054644304369257,,
47,,109,62,0.0,0.0,4.5638,0.0025,0.0,0.01839999999999975,0.003982461550347975,,
48,Cd,102,54,-1.01,0.045,4.481,0.0122,0.005,,,,
48,,103,55,-0.9009999999999999,0.027000000000000003,4.4951,0.0105,0.003,,,,
48,,104,56,-0.765,0.048,4.5122,0.0083,0.0053,0.031200000000000117,0.014755676873664591,0.029499999999999638,0.009394147114027968
48,,105,57,-0.6920000000000001,0.034,4.5216,0.006999999999999999,0.0038,0.026500000000000412,0.012619429464123963,,
48,,106,58,-0.5760000000000001,0.008,4.5383,0.0036,0.0009,0.026099999999999568,0.009047098982546836,0.03049999999999997,0.0045000000000000005
48,,107,59,-0.495,0.03,4.5466,0.0039,0.0033,0.024999999999999467,0.00801311425102625,0.03160000000000007,0.004920365840057017
48,,108,60,-0.41200000000000003,0.011000000000000001,4.5577,0.0031,0.0012,0.019400000000000084,0.004750789408087881,0.025900000000000034,0.004244997055358225
48,,109,61,-0.387,0.039,4.5601,0.0035,0.0043,0.013500000000000512,0.0052402290026295605,,
48,,110,62,-0.252,0.005,4.5765,0.0026,0.0005,0.018800000000000594,0.004045985664828782,0.020199999999999996,0.003748332962798262
48,,111,63,-0.13,0.013000000000000001,4.5845,0.0058,0.0014,0.024399999999999977,0.006774215821775978,,
48,,112,64,-0.10300000000000001,0.003,4.5944,0.0024,0.0003,0.017900000000000027,0.0035383612025908263,0.016200000000000436,0.003841874542459709
48,,113,65,-0.008,0.004,4.6012,0.0028,0.0004,0.01670000000000016,0.006440496875241847,,
48,,114,66,0.0,0.0,4.6087,0.0023,0.0,0.014299999999999535,0.0033241540277189324,,
48,,115,67,0.024,0.046,4.6114,0.0046,0.005,0.01019999999999932,0.005385164807134504,,
48,,116,68,0.08800000000000001,0.003,4.6203,0.0059,0.0003,0.011600000000000499,0.006332456079595025,,
48,,117,69,0.083,0.018000000000000002,4.6136,0.0025,0.002,0.002200000000000202,0.00523545604508337,,
48,,118,70,0.129,0.022000000000000002,4.6246,0.006,0.0024,0.0042999999999997485,0.008414867794564572,,
48,,120,72,0.174,0.043,4.63,0.0069,0.0046,0.005399999999999849,0.009143850392476902,,
49,In,104,55,-0.866,0.015,4.5184,0.0117,0.0017,,,,
49,,105,56,-0.754,0.013999999999999999,4.5311,0.0103,0.0015,,,0.027500000000000746,0.012179490958164056
49,,106,57,-0.698,0.012,4.5375,0.0095,0.0013,0.019099999999999895,0.015071164520368026,0.025599999999999845,0.011130588483993108
49,,107,58,-0.5920000000000001,0.01,4.5494,0.0082,0.0011,0.018299999999999983,0.013165485179058158,0.022499999999999964,0.009353608929178086
49,,108,59,-0.524,0.005,4.5571,0.0071,0.0006,0.019600000000000506,0.01186001686339442,,
49,,109,60,-0.42200000000000004,0.006999999999999999,4.5685,0.0061,0.0008,0.019099999999999895,0.010220078277586723,0.023100000000000342,0.006842514157822401
49,,110,61,-0.371,0.008,4.5742,0.0056,0.0009,0.017100000000000115,0.00904267659490264,,
49,,111,62,-0.27,0.005,4.5856,0.0044,0.0005,0.017100000000000115,0.007521303078589508,0.021800000000000708,0.005060632371551998
49,,112,63,-0.22399999999999998,0.006,4.5907,0.0041,0.0007,0.016499999999999737,0.006940461079784253,,
49,,113,64,-0.1317,0.0003,4.601,0.0031,0.0001,0.015399999999999636,0.005382378656319156,,
49,,114,65,-0.09,0.002,4.6056,0.0029,0.0002,0.014899999999999913,0.005021951811795888,,
49,,115,66,0.0,0.0,4.6156,0.0026,0.0,0.014599999999999724,0.004045985664828782,,
49,,116,67,0.049,0.001,4.6211,0.0027,0.0001,0.015500000000000291,0.003962322551231789,,
49,,117,68,0.122,0.004,4.6292,0.0032,0.0004,0.013600000000000279,0.00412310562561766,,
49,,118,69,0.162,0.002,4.6335,0.0033,0.0002,0.012399999999999523,0.004263801121065568,,
49,,119,70,0.226,0.004,4.6407,0.004,0.0004,0.011499999999999844,0.005122499389946279,,
49,,120,71,0.259,0.002,4.6443,0.0042,0.0002,0.010800000000000587,0.005341348144429456,,
49,,121,72,0.315,0.003,4.6505,0.0047,0.0003,0.009800000000000253,0.006171709649683789,,
49,,122,73,0.342,0.004,4.6534,0.0051,0.0004,0.009100000000000108,0.006606814663663573,,
49,,123,74,0.396,0.003,4.6594,0.0056,0.0003,0.008899999999999686,0.0073109506905736955,,
49,,124,75,0.424,0.004,4.6625,0.006,0.0007,0.00909999999999922,0.007874642849044013,,
49,,125,76,0.465,0.005,4.667,0.0064,0.0005,0.007600000000000051,0.008504116650187719,,
49,,126,77,0.494,0.006999999999999999,4.6702,0.0068,0.0008,0.007700000000000706,0.009068627239003707,,
49,,127,78,0.523,0.006999999999999999,4.6733,0.0071,0.0008,0.006300000000000416,0.009558765610684259,,
50,Sn,108,58,-0.825,0.003,4.5605,0.0029,0.0003,,,0.022200000000000664,0.004622769732530488
50,,109,59,-0.764,0.006,4.5679,0.0027,0.0007,,,0.021300000000000097,0.004743416490252569
50,,110,60,-0.6659999999999999,0.002,4.5785,0.0025,0.0002,0.017999999999999794,0.003828837943815329,0.020800000000000374,0.003982461550347975
50,,111,61,-0.612,0.005,4.5836,0.0024,0.0005,0.015699999999999825,0.0036124783736376886,0.02349999999999941,0.004243819034784589
50,,112,62,-0.52,0.005,4.5948,0.0022,0.0005,0.016300000000000203,0.0033301651610693427,0.018299999999999983,0.0034058772731852802
50,,113,63,-0.45799999999999996,0.001,4.6015,0.0021,0.0001,0.017900000000000027,0.0031890437438203945,0.01699999999999946,0.006168468205316454
50,,114,64,-0.3838,0.0001,4.6099,0.002,0.0001,0.015099999999999447,0.0029732137494637013,0.015499999999999403,0.0031240998703626613
50,,115,65,-0.336,0.0001,4.6148,0.0019,0.0001,0.01330000000000009,0.002831960451701259,0.01359999999999939,0.003383784863137726
50,,116,66,-0.2471,0.0001,4.625,0.0019,0.0001,0.015100000000000335,0.0027586228448267442,0.016300000000000203,0.0029832867780352594
50,,117,67,-0.1971,0.0001,4.6302,0.0019,0.0001,0.015400000000000524,0.002687005768508881,0.018800000000000594,0.004976946855251721
50,,118,68,-0.1174,0.0001,4.6393,0.0019,0.0001,0.014300000000000423,0.002687005768508881,0.019000000000000128,0.0061983868869246945
50,,119,69,-0.0724,0.0001,4.6438,0.002,0.0001,0.01359999999999939,0.0027586228448267442,0.030199999999999783,0.0032015621187164245
50,,120,70,0.0,0.0,4.6519,0.0021,0.0,0.012599999999999945,0.002831960451701259,0.027300000000000324,0.006356886030125127
50,,121,71,0.045,0.001,4.6566,0.0021,0.0001,0.012800000000000367,0.0029,,
50,,122,72,0.1055,0.0001,4.6634,0.0022,0.0001,0.011499999999999844,0.00304138126514911,0.03340000000000032,0.007242237223399963
50,,123,73,0.14,0.001,4.6665,0.0023,0.0001,0.00990000000000002,0.0031144823004794872,,
50,,124,74,0.2008,0.0001,4.6735,0.0023,0.0001,0.010099999999999554,0.0031827660925679096,,
50,,125,75,0.235,0.003,4.6765,0.0026,0.0003,0.009999999999999787,0.003471310991541956,,
50,,126,76,0.29,0.003,4.6833,0.0043,0.0003,0.009800000000000253,0.004876474136094644,,
50,,127,77,0.322,0.003,4.6867,0.0048,0.0003,0.010200000000000209,0.005458937625582472,,
50,,128,78,0.37200000000000005,0.004,4.6921,0.0054,0.0004,0.008799999999999919,0.006902897942168927,,
50,,129,79,0.384,0.003,4.6934,0.0058,0.0003,0.006699999999999484,0.007528612089887484,,
50,,130,80,0.46399999999999997,0.003,4.7019,0.0066,0.0003,0.009800000000000253,0.008527602242131137,,
50,,131,81,0.52,0.004,4.7078,0.0073,0.0004,0.01440000000000019,0.009323625904121207,,
50,,132,82,0.534,0.002,4.7093,0.0076,0.0002,0.007399999999999629,0.010065783625729295,,
51,Sb,121,70,,,4.6802,0.0026,,,,0.03950000000000031,0.004770744176750625
51,,123,72,,,4.6879,0.0025,,0.007699999999999818,0.0036069377593742867,0.03739999999999988,0.0053235326616824655
52,Te,116,64,-0.563,0.027000000000000003,4.6847,0.0128,0.0094,,,0.07480000000000064,0.012955307792561318
52,,118,66,-0.457,0.027000000000000003,4.6956,0.0105,0.0075,0.010899999999999466,0.016555663683464943,0.07059999999999977,0.010670520137275409
52,,120,68,-0.377,0.006,4.7038,0.0088,0.006999999999999999,0.00820000000000043,0.0137,0.06449999999999978,0.009002777349240623
52,,122,70,-0.305,0.01,4.7095,0.0031,0.0053,0.005700000000000038,0.009330058949438638,0.057599999999999874,0.0037443290453698106
52,,123,71,-0.289,0.011000000000000001,4.7117,0.0035,0.0048,,,0.05510000000000037,0.00408166632639171
52,,124,72,-0.22699999999999998,0.009000000000000001,4.7183,0.0029,0.0039,0.008799999999999919,0.004244997055358225,0.05489999999999995,0.003640054944640259
52,,125,73,-0.20800000000000002,0.011000000000000001,4.7204,0.003,0.0033,0.008699999999999264,0.004609772228646444,0.053899999999999615,0.00378021163428716
52,,126,74,-0.153,0.009000000000000001,4.7266,0.0032,0.0025,0.008300000000000196,0.004318564576337836,0.05310000000000059,0.003940812099047606
52,,128,76,-0.077,0.004,4.7346,0.0029,0.0012,0.008000000000000007,0.004318564576337836,0.051300000000000345,0.005186520991955976
52,,130,78,0.0,0.0,4.7423,0.0025,0.0,0.007699999999999818,0.003828837943815329,0.050200000000000244,0.005950630218724736
52,,132,80,0.076,0.016,4.75,0.0031,0.0017,0.007699999999999818,0.003982461550347975,0.04809999999999981,0.007291776189653656
52,,134,82,0.14400000000000002,0.016,4.7569,0.0041,0.0032,0.006899999999999906,0.005140038910358559,0.04760000000000009,0.008635392289873114
52,,136,84,0.389,0.019,4.7815,0.0089,0.0071,0.0246000000000004,0.009798979538707078,,
53,I,127,74,,,4.75,0.0081,,,,,
54,Xe,116,62,-0.599,0.009000000000000001,4.7211,0.0096,0.0009,,,,
54,,118,64,-0.46,0.006999999999999999,4.7387,0.006999999999999999,0.0007,0.017599999999999838,0.011881077392223315,0.05399999999999938,0.014589036979869508
54,,120,66,-0.363,0.006999999999999999,4.7509,0.0063,0.0007,0.012199999999999989,0.009417536832951597,0.055299999999999905,0.012244998979175132
54,,122,68,-0.299,0.006,4.7589999999999995,0.0059,0.0006,0.008099999999999774,0.008631338250816033,0.05519999999999925,0.010594810050208545
54,,124,70,-0.242,0.005,4.7661,0.0055,0.0005,0.007100000000000328,0.008065977932030313,0.05659999999999954,0.006313477647065838
54,,126,72,-0.193,0.006999999999999999,4.7722,0.0052,0.0007,0.006099999999999994,0.007569015788066504,0.053899999999999615,0.005953990258641678
54,,127,73,-0.18100000000000002,0.02,4.7747,0.0038,0.0021,,,0.05430000000000046,0.004841487374764082
54,,128,74,-0.152,0.004,4.7774,0.005,0.0004,0.0052000000000003155,0.007213875518748573,0.050799999999999734,0.005936328831862332
54,,129,75,-0.151,0.001,4.7775,0.005,0.0003,0.0027999999999996916,0.006280127387243033,,
54,,130,76,-0.11699999999999999,0.003,4.7818,0.0049,0.0003,0.004399999999999515,0.007000714249274855,0.04719999999999924,0.005693856338194704
54,,131,77,-0.125,0.001,4.7808,0.0049,0.0002,0.0033000000000003027,0.007000714249274855,,
54,,132,78,-0.0844,0.0017,4.7859,0.0048,0.0002,0.004100000000000215,0.006859300255857006,0.04359999999999964,0.005412023651093923
54,,133,79,-0.106,0.005,4.7831,0.0048,0.0005,0.0022999999999999687,0.006859300255857006,,
54,,134,80,-0.0518,0.0013,4.7899,0.0047,0.0001,0.004000000000000448,0.006717886572427373,0.03990000000000027,0.0056302753041036985
54,,136,82,0.0,0.0,4.7964,0.0047,0.0,0.00649999999999995,0.006646803743153547,0.03950000000000031,0.006236986451805071
54,,137,83,0.105,0.003,4.8094,0.0049,0.0003,,,,
54,,138,84,0.254,0.003,4.8279,0.0079,0.0003,0.03149999999999942,0.009192388155425118,0.04639999999999933,0.011900420160649792
54,,139,85,0.359,0.006,4.8409,0.01,0.0006,0.031500000000000306,0.01113597772986279,,
54,,140,86,0.486,0.002,4.8566,0.0125,0.0002,0.028700000000000614,0.014787156589419077,,
54,,141,87,0.591,0.004,4.8694,0.0147,0.0004,0.028499999999999304,0.017778920102188435,,
54,,142,88,0.71,0.009000000000000001,4.8841,0.0169,0.0009,0.027499999999999858,0.021020466217474814,,
54,,143,89,0.794,0.004,4.8942,0.0187,0.0004,0.024799999999999933,0.023786130412490388,,
54,,144,90,0.9079999999999999,0.005,4.9082,0.0208,0.0005,0.024099999999999788,0.026800186566514794,,
54,,146,92,1.1,0.005,4.9315,0.0245,0.0005,0.023299999999999876,0.032138606068092004,,
55,Cs,118,63,-0.2044,0.0021,4.7832,0.0092,0.0002,,,,
55,,119,64,-0.1411,0.0062,4.7896,0.0089,0.0006,,,,
55,,120,65,-0.1229,0.0015,4.7915,0.0075,0.0002,0.008300000000000196,0.011869709347747316,,
55,,121,66,-0.265,0.0009,4.7769,0.0078,0.0001,-0.012699999999999712,0.01183427226321923,,
55,,122,67,-0.2618,0.0016,4.7773,0.006999999999999999,0.0002,-0.014199999999999768,0.010259142264341594,,
55,,123,68,-0.2156,0.0006,4.782,0.006999999999999999,0.0001,0.00509999999999966,0.010480458005259121,,
55,,124,69,-0.2083,0.0012,4.7828,0.0062,0.0001,0.005499999999999616,0.009350935782048767,,
55,,125,70,-0.1574,0.0006,4.788,0.0062,0.0001,0.006000000000000227,0.009350935782048767,,
55,,126,71,-0.1645,0.0009,4.7872,0.0056,0.0001,0.004400000000000404,0.008354639429682169,,
55,,127,72,-0.1022,0.0007,4.7936,0.0055,0.0001,0.005599999999999383,0.008287943049997387,,
55,,128,73,-0.1173,0.0004,4.7921,0.0052,0.0001,0.004899999999999238,0.00764198926981712,,
55,,129,74,-0.0582,0.0011,4.7981,0.005,0.0001,0.0045000000000001705,0.007433034373659253,0.04809999999999981,0.00951892851112981
55,,130,75,-0.0482,0.001,4.7992,0.0049,0.0001,0.007100000000000328,0.0071449282711585,,
55,,131,76,-0.0146,0.0007,4.8026,0.0047,0.0001,0.0045000000000001705,0.006862215385719105,,
55,,132,77,-0.0383,0.0006,4.8002,0.0046,0.0001,0.001000000000000334,0.006720863039818622,,
55,,133,78,0.0,0.0,4.8041,0.0046,0.0,0.0015000000000000568,0.006576473218982953,,
55,,134,79,-0.01,0.0011,4.8031,0.0046,0.0001,0.0028999999999994586,0.006505382386916237,,
55,,135,80,0.0259,0.0009,4.8067,0.0047,0.0001,0.0026000000000001577,0.006576473218982953,,
55,,136,81,0.0174,0.0015,4.8059,0.0052,0.0002,0.00280000000000058,0.006942621983083912,,
55,,137,82,0.0852,0.0011,4.8128,0.005,0.0001,0.006099999999999994,0.006862215385719105,,
55,,138,83,0.2099,0.0008,4.8255,0.005,0.0001,0.019599999999999618,0.007213875518748573,,
55,,139,84,0.3739,0.0012,4.8422,0.0069,0.0001,0.02939999999999987,0.008521150157109074,,
55,,140,85,0.5051,0.0013,4.8554,0.0088,0.0001,0.029900000000000482,0.010121264743103996,,
55,,141,86,0.6389,0.0015,4.8689,0.0108,0.0002,0.026699999999999946,0.012816005617976297,,
55,,142,87,0.7732,0.0007,4.8825,0.0132,0.0001,0.027099999999999902,0.015864425612041554,,
55,,143,88,0.9127,0.0005,4.8965,0.0151,0.0002,0.027599999999999625,0.018564751546950472,,
55,,144,89,1.003,0.0007,4.9055,0.0161,0.0002,0.022999999999999687,0.020819462048765815,,
55,,145,90,1.1362,0.001,4.9188,0.0191,0.0003,0.02230000000000043,0.02434789518623735,,
55,,146,91,1.2293,0.0021,4.9281,0.0193,0.0003,0.02259999999999973,0.025133642792082488,,
56,Ba,120,64,-0.267,0.01,4.8092,0.0058,0.001,,,0.07050000000000001,0.009090654541890808
56,,121,65,-0.18899999999999997,0.012,4.8176,0.0052,0.0012,,,,
56,,122,66,-0.212,0.002,4.8153,0.0054,0.0002,0.006099999999999994,0.007924645102463579,0.06440000000000001,0.0082975900115636
56,,123,67,-0.228,0.002,4.8135,0.0055,0.0002,-0.004099999999999326,0.007569015788066504,,
56,,124,68,-0.1819,0.0003,4.8185,0.0052,0.0001,0.0032000000000005357,0.007496665925596524,0.059500000000000774,0.007864477096412704
56,,125,69,-0.18899999999999997,0.002,4.8177,0.0052,0.0002,0.0041999999999999815,0.007569015788066504,,
56,,126,70,-0.1479,0.0002,4.8221,0.005,0.0001,0.0035999999999996035,0.007213875518748573,0.05600000000000005,0.007433034373659253
56,,127,71,-0.1641,0.001,4.8204,0.0051,0.0001,0.0026999999999999247,0.007283543093852057,,
56,,128,72,-0.11599999999999999,0.0003,4.8255,0.0048,0.0001,0.0034000000000000696,0.006931089380465382,0.053300000000000125,0.007076722405181653
56,,129,73,-0.1219,0.0004,4.8248,0.0049,0.0001,0.004399999999999515,0.007072481884034769,0.05009999999999959,0.006200806399170998
56,,130,74,-0.0895,0.0002,4.8283,0.0047,0.0001,0.0027999999999996916,0.006717886572427373,0.0508999999999995,0.006862215385719105
56,,131,75,-0.096,0.0003,4.8276,0.0048,0.0001,0.00280000000000058,0.006859300255857006,0.05010000000000048,0.006931089380465382
56,,132,76,-0.07,0.0001,4.8303,0.0047,0.0001,0.002000000000000668,0.006646803743153547,0.048500000000000654,0.006789698078707182
56,,133,77,-0.0873,0.0002,4.8286,0.0047,0.0001,0.0009999999999994458,0.006717886572427373,0.04779999999999962,0.006789698078707182
56,,134,78,-0.0547,0.0001,4.8322,0.0047,0.0001,0.0019000000000000128,0.006646803743153547,0.04630000000000045,0.006717886572427373
56,,135,79,-0.0812,0.0003,4.8294,0.0047,0.0001,0.0007999999999999119,0.006646803743153547,0.046299999999999564,0.006717886572427373
56,,136,80,-0.0422,0.0002,4.8334,0.0046,0.0001,0.0011999999999998678,0.006576473218982953,0.04349999999999987,0.006576473218982953
56,,137,81,-0.0609,0.0002,4.8314,0.0047,0.0001,0.002000000000000668,0.006646803743153547,,
56,,138,82,0.0,0.0,4.8378,0.0046,0.0,0.004399999999999515,0.006505382386916237,0.04139999999999944,0.006576473218982953
56,,139,83,0.129,0.001,4.8513,0.0049,0.0001,0.019899999999999807,0.006789698078707182,0.04190000000000005,0.006929646455628166
56,,140,84,0.292,0.001,4.8684,0.0059,0.0001,0.030600000000000627,0.0074813100457072354,0.04050000000000065,0.009860020283954796
56,,141,85,0.41,0.001,4.8807,0.0069,0.0001,0.02939999999999987,0.008462860036654274,0.03979999999999961,0.012149485585818028
56,,142,86,0.55,0.001,4.8953,0.0083,0.0001,0.02689999999999948,0.010183319694480773,0.03869999999999951,0.015004665940966498
56,,143,87,0.679,0.002,4.9087,0.0096,0.0002,0.02799999999999958,0.011822436297142818,0.03929999999999989,0.017557049866079436
56,,144,88,0.823,0.003,4.9236,0.0112,0.0003,0.028300000000000658,0.013940229553346672,0.03950000000000031,0.020274368054269902
56,,145,89,0.9279999999999999,0.002,4.9345,0.0123,0.0002,0.025800000000000267,0.015602884348735012,0.040300000000000225,0.022382582514088943
56,,146,90,1.058,0.003,4.9479,0.0138,0.0003,0.024299999999999322,0.017773013250431114,0.039699999999999847,0.024961570463414358
56,,148,92,1.304,0.006,4.9731,0.0167,0.0006,0.02519999999999989,0.0216640254800441,0.04159999999999986,0.02965029510814353
57,La,135,78,-0.061,0.006,4.8488,0.006,0.0006,,,0.04469999999999974,0.00756042326857432
57,,137,80,-0.048,0.001,4.8496,0.0053,0.0001,0.0007999999999999119,0.008005623023850173,0.042899999999999494,0.007083784299369934
57,,138,81,-0.067,0.001,4.8473,0.0051,0.0001,,,0.04139999999999944,0.007283543093852057
57,,139,82,0.0,0.0,4.855,0.0049,0.0,0.0054000000000007375,0.007218032973047435,0.04220000000000024,0.007000714249274855
58,Ce,136,78,-0.031,0.002,4.8739,0.0018,0.0002,,,0.041699999999999626,0.005032891812864647
58,,138,80,-0.033,0.002,4.8737,0.0018,0.0002,-0.00019999999999953388,0.002545584412271571,0.040300000000000225,0.0049396356140913875
58,,140,82,0.0,0.0,4.8771,0.0018,0.0,0.0034000000000000696,0.002545584412271571,0.03930000000000078,0.0049396356140913875
58,,142,84,0.281,0.002,4.9063,0.002,0.0002,0.02919999999999945,0.002690724809414742,0.0378999999999996,0.0062297672508690085
58,,144,86,0.513,0.002,4.9303,0.0024,0.0002,0.02400000000000002,0.0031240998703626613,0.03500000000000014,0.008640023148117138
58,,146,88,0.7929999999999999,0.002,4.959,0.0028,0.0002,0.028699999999999726,0.0036878177829171546,0.03539999999999921,0.01154469575172945
58,,148,90,1.089,0.002,4.9893,0.0035,0.0002,0.030300000000000438,0.004482186966202994,0.041400000000000325,0.014236923825040295
59,Pr,141,82,,,4.8919,0.005,,,,0.03689999999999927,0.007000714249274855
60,Nd,132,72,0.05,0.03,4.9174,0.0026,0.0031,,,,
60,,134,74,0.005,0.021,4.9128,0.0026,0.0021,-0.0045999999999999375,0.003676955262170047,,
60,,135,75,-0.037000000000000005,0.033,4.9086,0.0026,0.0034,,,,
60,,136,76,-0.012,0.027000000000000003,4.9111,0.0026,0.0027,-0.0016999999999995907,0.003676955262170047,,
60,,137,77,-0.043,0.016,4.908,0.0026,0.0016,-0.0005999999999994898,0.003676955262170047,,
60,,138,78,-0.006,0.021,4.9123,0.0026,0.0021,0.0011999999999998678,0.003676955262170047,0.03840000000000021,0.0031622776601683794
60,,139,79,-0.047,0.013999999999999999,4.9076,0.0025,0.0014,-0.00039999999999995595,0.0036069377593742867,,
60,,140,80,-0.022000000000000002,0.027000000000000003,4.9101,0.0026,0.0027,-0.002200000000000202,0.003676955262170047,0.036399999999999544,0.0031622776601683794
60,,141,81,-0.066,0.013999999999999999,4.9057,0.0026,0.0014,-0.0019000000000000128,0.0036069377593742867,,
60,,142,82,0.0,0.0,4.9123,0.0025,0.0,0.002200000000000202,0.0036069377593742867,0.035199999999999676,0.0030805843601498725
60,,143,83,0.13,0.005,4.9254,0.0026,0.0005,0.019699999999999385,0.003676955262170047,,
60,,144,84,0.29600000000000004,0.003,4.9421,0.0027,0.0003,0.029799999999999827,0.0036796738985948197,0.035800000000000054,0.0033600595232822885
60,,145,85,0.41,0.005,4.9535,0.0028,0.0005,0.028100000000000236,0.00382099463490856,,
60,,146,86,0.5710000000000001,0.004,4.9696,0.003,0.0004,0.027499999999999858,0.004036087214122113,0.03929999999999989,0.003841874542459709
60,,148,88,0.8759999999999999,0.004,4.9999,0.0036,0.0004,0.030300000000000438,0.004686149805543992,0.0409000000000006,0.004560701700396552
60,,150,90,1.2819999999999998,0.005,5.04,0.0044,0.0005,0.0400999999999998,0.005685068161420758,0.05069999999999997,0.00562227711874824
62,Sm,138,76,0.067,0.015,4.9599,0.0034,0.0015,,,0.048799999999999955,0.004280186911806539
62,,139,77,0.027000000000000003,0.013999999999999999,4.9556,0.0034,0.0014,,,0.0475999999999992,0.004280186911806539
62,,140,78,0.037000000000000005,0.015,4.9565,0.0034,0.0015,-0.0034000000000000696,0.004808326112068523,0.04420000000000002,0.004280186911806539
62,,141,79,0.03,0.023,4.9517,0.0034,0.0023,-0.0038999999999997925,0.004808326112068523,0.04409999999999936,0.0042201895692018385
62,,142,80,-0.006999999999999999,0.013000000000000001,4.9518,0.0034,0.0013,-0.004699999999999704,0.004808326112068523,0.041700000000000514,0.004280186911806539
62,,143,81,-0.043,0.015,4.9479,0.0034,0.0015,-0.0038000000000000256,0.004808326112068523,0.04219999999999935,0.004280186911806539
62,,144,82,0.0,0.0,4.9524,0.0034,0.0,0.0005999999999994898,0.004808326112068523,0.0400999999999998,0.0042201895692018385
62,,145,83,0.1167,0.0016,4.9651,0.0034,0.0005,0.017199999999999882,0.004808326112068523,0.039699999999999847,0.004280186911806539
